,identificador,Página,Promedio de tiempo en la página,Número de visitas a páginas,Número de visitas a páginas únicas
796,7973u,page4,7.0,1,1
797,218535u,page1,21.0,2,2
798,131995u,page1,42.0,1,1
799,220594u,page1,11.0,1,1
800,159464u,page1,17.0,4,4
801,159464u,page3,15.6666666667,3,3
802,159464u,page2,7.66666666667,3,3
803,159464u,page4,6.66666666667,3,3
804,96045u,page1,6.0,1,1
805,281901u,page3,40.0,2,1
806,281901u,page2,23.0,2,1
807,281901u,page1,13.0,4,2
808,288193u,page3,22.5,2,2
809,288193u,page1,17.0,2,2
810,288193u,page2,5.5,2,2
811,288193u,page4,5.5,2,2
812,141706u,page1,25.0,1,1
813,141706u,page3,15.0,1,1
814,141706u,page4,4.0,1,1
815,141706u,page2,2.0,1,1
816,22557u,page1,26.5,2,1
817,22557u,page3,11.0,1,1
818,22557u,page4,8.0,1,1
819,22557u,page2,4.0,1,1
820,21583u,page1,79.0,1,1
821,203893u,page1,3.0,2,1
822,20370u,page1,18.5,2,2
823,20370u,page2,16.0,2,2
824,20370u,page3,15.0,1,1
825,20370u,page4,5.0,1,1
826,244394u,page1,12.3333333333,3,1
827,244394u,page3,10.0,3,1
828,244394u,page4,7.0,1,1
829,244394u,page2,2.5,2,1
830,232626u,page1,2.0,1,1
831,210518u,page1,14.6666666667,3,3
832,210518u,page3,9.0,2,2
833,210518u,page4,9.0,2,2
834,210518u,page2,5.0,2,2
835,186119u,page1,35.25,4,4
836,186119u,page3,18.0,1,1
837,186119u,page2,7.0,1,1
838,224583u,page1,3.0,1,1
839,157519u,page3,17.0,1,1
840,157519u,page1,16.0,1,1
841,157519u,page2,7.0,1,1
842,157519u,page4,7.0,1,1
843,144634u,page3,9.5,2,2
844,144634u,page2,7.0,2,2
845,144634u,page1,7.0,3,3
846,144634u,page4,4.0,2,2
847,270712u,page1,8.66666666667,3,3
848,270712u,page3,7.0,2,2
849,270712u,page2,4.5,2,2
850,270712u,page4,4.0,2,2
851,233926u,page1,16.5,2,2
852,233926u,page3,12.0,1,1
853,233926u,page4,3.0,1,1
854,233926u,page2,2.0,1,1
855,79034u,page1,0.0,1,1
856,222153u,page1,3.0,1,1
857,78651u,page1,7.0,1,1
858,70837u,page1,4.0,1,1
859,96428u,page1,4.0,1,1
860,74563u,page3,13.6666666667,3,2
861,74563u,page1,5.33333333333,3,2
862,74563u,page4,4.5,2,2
863,74563u,page2,4.0,3,2
864,59654u,page1,18.0,1,1
865,215767u,page1,0.0,1,1
866,120774u,page1,18.0,1,1
867,164366u,page3,8.75,4,2
868,164366u,page1,5.25,4,2
869,164366u,page2,3.25,4,2
870,164366u,page4,3.25,4,2
871,95900u,page1,2.0,1,1
872,233232u,page3,38.0,1,1
873,233232u,page1,21.6666666667,3,1
874,233232u,page4,18.0,1,1
875,233232u,page2,6.0,1,1
876,3155u,page1,7.0,2,2
877,288701u,page1,15.0,1,1
878,60352u,page3,13.3333333333,3,3
879,60352u,page4,5.66666666667,3,3
880,60352u,page1,3.12,25,13
881,60352u,page2,2.33333333333,3,3
882,55453u,page4,9.0,1,1
883,55453u,page3,8.0,1,1
884,55453u,page1,8.0,1,1
885,55453u,page2,7.0,1,1
886,179107u,page1,60.0,2,2
887,179107u,page3,28.5,2,2
888,179107u,page4,12.0,2,2
889,179107u,page2,10.5,2,2
890,120882u,page1,21.0,1,1
891,120882u,page3,8.0,1,1
892,120882u,page2,5.0,1,1
893,120882u,page4,3.0,1,1
894,153831u,page1,6.0,2,1
895,176774u,page1,3.0,4,2
896,64477u,page1,2.0,1,1
897,262118u,page3,16.0,1,1
898,262118u,page2,12.0,1,1
899,262118u,page1,12.0,1,1
900,262118u,page4,9.0,1,1
901,156978u,page1,15.0,1,1
902,156978u,page4,12.0,1,1
903,156978u,page3,11.0,1,1
904,156978u,page2,3.0,1,1
905,55442u,page2,7.0,1,1
906,55442u,page3,6.0,1,1
907,55442u,page4,4.0,1,1
908,55442u,page1,3.0,2,2
909,206017u,page1,5.0,1,1
910,170196u,page1,15.5,2,2
911,170196u,page3,6.0,1,1
912,170196u,page4,3.0,1,1
913,170196u,page2,2.0,1,1
914,221234u,page1,32.5,2,1
915,158051u,page2,15.5,2,1
916,158051u,page1,13.25,4,1
917,90028u,page2,26.5,2,1
918,90028u,page1,20.3333333333,3,1
919,94091u,page3,20.5,2,2
920,94091u,page1,8.0,2,2
921,94091u,page4,5.5,2,2
922,94091u,page2,4.5,2,2
923,211780u,page1,22.0,1,1
924,261576u,page3,13.0,1,1
925,261576u,page1,13.0,1,1
926,261576u,page2,6.0,1,1
927,261576u,page4,6.0,1,1
928,8573u,page1,2.0,1,1
929,283806u,page1,16.5,2,2
930,283806u,page3,14.5,2,2
931,283806u,page4,10.5,2,2
932,283806u,page2,4.5,2,2
933,29649u,page1,27.0,2,2
934,168353u,page2,17.0,1,1
935,168353u,page1,16.0,4,2
936,149480u,page1,23.0,2,1
937,65000u,page3,9.0,1,1
938,65000u,page1,6.0,2,2
939,65000u,page4,4.0,1,1
940,65000u,page2,2.0,1,1
941,67823u,page1,8.0,1,1
942,176869u,page3,14.0,4,3
943,176869u,page1,7.15384615385,13,7
944,176869u,page2,6.83333333333,6,4
945,176869u,page4,4.0,3,3
946,60816u,page1,15.0,1,1
947,175509u,page3,14.0,1,1
948,175509u,page1,14.0,1,1
949,175509u,page4,5.0,1,1
950,175509u,page2,4.0,1,1
951,126229u,page1,6.0,1,1
952,14253u,page1,55.0,1,1
953,76968u,page1,9.0,2,1
954,24719u,page3,9.0,1,1
955,24719u,page1,6.0,1,1
956,24719u,page2,2.0,1,1
957,24719u,page4,2.0,1,1
958,106156u,page1,11.5,2,1
959,295126u,page3,17.0,1,1
960,295126u,page1,13.75,4,1
961,295126u,page4,6.0,1,1
962,295126u,page2,3.5,2,1
963,249775u,page1,15.5,2,2
964,249775u,page3,9.5,2,2
965,249775u,page4,5.5,2,2
966,249775u,page2,2.5,2,2
967,151043u,page1,9.0,1,1
968,22935u,page1,34.0,1,1
969,81973u,page1,4.0,1,1
970,29305u,page1,28.25,4,3
971,29305u,page3,19.0,2,2
972,29305u,page2,17.6666666667,3,3
973,29305u,page4,15.0,2,2
974,5614u,page1,25.0,1,1
975,222580u,page1,14.0,1,1
976,8062u,page1,5.0,1,1
977,246757u,page1,7.0,2,1
978,246757u,page2,6.0,1,1
979,246757u,page3,6.0,1,1
980,246757u,page4,2.0,1,1
981,118271u,page1,6.5,2,1
982,118271u,page3,6.0,2,1
983,118271u,page4,3.5,2,1
984,118271u,page2,2.0,2,1
985,95753u,page1,25.0,1,1
986,95753u,page3,10.3333333333,3,1
987,95753u,page4,9.0,1,1
988,95753u,page2,4.0,1,1
989,28744u,page1,20.0,2,1
990,149312u,page1,8.0,1,1
991,108777u,page2,13.0,1,1
992,108777u,page1,4.5,2,1
993,33617u,page1,26.0,1,1
994,95780u,page1,5.0,1,1
995,136784u,page1,23.4,5,5
996,136784u,page3,17.5714285714,7,5
997,136784u,page4,11.0,5,5
998,136784u,page2,7.2,5,5
999,176738u,page1,5.0,1,1
1000,968u,page1,0.0,1,1
1001,31288u,page1,20.0,1,1
1002,8026u,page1,16.0,1,1
1003,202407u,page3,13.3333333333,3,2
1004,202407u,page1,9.75,4,2
1005,202407u,page2,8.5,4,2
1006,202407u,page4,3.5,2,2
1007,246258u,page1,0.0,1,1
1008,222681u,page1,15.0,6,4
1009,222681u,page3,13.0,2,2
1010,222681u,page2,8.33333333333,3,3
1011,222681u,page4,6.5,2,2
1012,180758u,page1,6.0,1,1
1013,69140u,page1,13.125,8,7
1014,69140u,page3,12.0,7,7
1015,69140u,page4,7.0,7,7
1016,69140u,page2,3.625,8,7
1017,143181u,page3,9.5,2,2
1018,143181u,page1,7.66666666667,3,3
1019,143181u,page4,3.0,2,2
1020,143181u,page2,2.5,2,2
1021,118940u,page1,2.0,1,1
1022,272140u,page3,26.6666666667,3,2
1023,272140u,page1,18.5,2,2
1024,272140u,page4,7.0,2,2
1025,272140u,page2,4.5,2,2
1026,242219u,page1,51.6666666667,6,3
1027,242219u,page3,23.0,3,2
1028,242219u,page2,9.0,3,2
1029,242219u,page4,8.5,2,1
1030,261153u,page1,8.0,1,1
1031,102586u,page1,6.0,1,1
1032,282847u,page1,12.0,1,1
1033,282847u,page3,8.0,1,1
1034,282847u,page2,5.0,1,1
1035,282847u,page4,4.0,1,1
1036,10589u,page1,9.25,4,3
1037,10589u,page3,9.0,3,3
1038,10589u,page2,2.33333333333,3,3
1039,10589u,page4,2.33333333333,3,3
1040,211893u,page3,17.0,1,1
1041,211893u,page1,15.3333333333,3,1
1042,211893u,page2,6.5,2,1
1043,211893u,page4,4.0,1,1
1044,218669u,page1,33.0,2,1
1045,218669u,page3,11.0,1,1
1046,218669u,page2,9.0,1,1
1047,218669u,page4,4.0,1,1
1048,153135u,page1,5.0,1,1
1049,159508u,page3,10.5,4,3
1050,159508u,page2,6.33333333333,3,3
1051,159508u,page4,5.0,2,2
1052,159508u,page1,3.75,4,3
1053,6233u,page1,0.0,1,1
1054,249584u,page3,30.8571428571,7,4
1055,249584u,page2,10.75,5,4
1056,249584u,page1,5.71428571429,7,4
1057,249584u,page4,5.5,2,2
1058,66247u,page1,22.0,3,3
1059,236060u,page3,25.0,1,1
1060,236060u,page2,12.0,1,1
1061,236060u,page1,12.0,1,1
1062,236060u,page4,3.0,1,1
1063,250227u,page3,6.0,1,1
1064,250227u,page4,5.0,1,1
1065,250227u,page1,4.0,1,1
1066,250227u,page2,3.0,1,1
1067,293406u,page3,11.8571428571,7,5
1068,293406u,page1,8.2,5,5
1069,293406u,page4,3.0,5,5
1070,293406u,page2,2.8,5,5
1071,194748u,page1,9.0,1,1
1072,49491u,page3,12.0,7,7
1073,49491u,page1,9.4,15,10
1074,49491u,page2,8.1,10,8
1075,49491u,page4,6.33333333333,6,6
1076,12611u,page1,66.0,1,1
1077,293312u,page1,21.0,4,3
1078,293312u,page2,17.0,2,1
1079,293312u,page3,13.0,1,1
1080,293312u,page4,5.0,1,1
1081,97996u,page3,9.0,2,2
1082,97996u,page2,6.0,2,2
1083,97996u,page4,5.5,2,2
1084,97996u,page1,3.33333333333,3,2
1085,262154u,page4,19.0,3,3
1086,262154u,page3,11.6666666667,3,3
1087,262154u,page1,8.5,4,4
1088,262154u,page2,8.33333333333,3,3
1089,84161u,page1,10.6666666667,3,2
1090,84161u,page3,7.5,2,2
1091,84161u,page2,6.33333333333,3,2
1092,84161u,page4,4.5,2,2
1093,106474u,page1,26.0,2,1
1094,106474u,page3,22.0,1,1
1095,106474u,page4,10.0,1,1
1096,106474u,page2,5.0,1,1
1097,184179u,page1,8.0,1,1
1098,28113u,page1,12.5,2,1
1099,228003u,page1,4.0,1,1
1100,138762u,page1,9.5,8,7
1101,138762u,page3,8.5,4,4
1102,138762u,page4,5.25,4,4
1103,138762u,page2,3.4,5,5
1104,29889u,page1,11.5,8,6
1105,29889u,page3,8.0,7,6
1106,29889u,page4,7.14285714286,7,6
1107,29889u,page2,3.85714285714,7,6
1108,281867u,page3,23.3333333333,3,1
1109,281867u,page1,16.0,1,1
1110,281867u,page4,4.0,1,1
1111,281867u,page2,3.0,1,1
1112,50577u,page1,8.0,1,1
1113,298616u,page1,335.5,4,3
1114,298616u,page3,16.6666666667,3,3
1115,298616u,page4,5.0,3,3
1116,298616u,page2,3.66666666667,3,3
1117,269259u,page1,15.0,2,2
1118,51956u,page1,13.0,1,1
1119,46814u,page1,18.5,2,1
1120,111542u,page1,0.0,1,1
1121,207387u,page1,18.0,2,1
1122,207387u,page2,11.0,1,1
1123,222526u,page3,19.0,1,1
1124,222526u,page1,8.0,1,1
1125,222526u,page4,7.0,1,1
1126,222526u,page2,4.0,1,1
1127,26229u,page1,27.0,1,1
1128,168769u,page3,51.0,2,1
1129,168769u,page1,17.75,4,2
1130,168769u,page2,8.5,2,1
1131,168769u,page4,8.0,1,1
1132,58149u,page3,29.5,2,2
1133,58149u,page1,12.5,2,2
1134,58149u,page2,5.5,2,2
1135,58149u,page4,5.0,2,2
1136,203074u,page1,20.75,4,2
1137,203074u,page3,13.0,1,1
1138,203074u,page4,6.0,1,1
1139,203074u,page2,5.0,1,1
1140,31560u,page1,2.0,1,1
1141,147302u,page1,13.0,1,1
1142,130797u,page2,33.0,4,3
1143,130797u,page1,9.53846153846,13,7
1144,54765u,page1,3.0,1,1
1145,24955u,page1,8.0,1,1
1146,163171u,page1,12.0,2,2
1147,64062u,page1,0.0,1,1
1148,54343u,page1,7.0,1,1
1149,119450u,page3,6.0,1,1
1150,119450u,page1,5.0,1,1
1151,119450u,page4,5.0,1,1
1152,119450u,page2,2.0,1,1
1153,140226u,page3,10.0,2,2
1154,140226u,page1,9.0,2,2
1155,140226u,page2,8.0,2,2
1156,140226u,page4,3.5,2,2
1157,266201u,page1,0.0,1,1
1158,223616u,page1,10.7142857143,7,4
1159,223616u,page3,6.4,5,4
1160,223616u,page2,5.4,5,4
1161,223616u,page4,4.0,5,4
1162,245353u,page1,10.0,2,2
1163,122564u,page1,13.5,2,1
1164,117888u,page1,19.0,1,1
1165,117888u,page3,10.0,1,1
1166,117888u,page2,5.0,1,1
1167,117888u,page4,4.0,1,1
1168,125111u,page1,23.0,1,1
1169,123156u,page1,12.5,2,1
1170,123156u,page2,7.0,1,1
1171,210245u,page1,8.0,1,1
1172,145504u,page1,14.5,2,2
1173,145504u,page3,9.0,2,2
1174,145504u,page4,7.33333333333,3,2
1175,145504u,page2,3.0,2,2
1176,160052u,page1,3.0,1,1
1177,57393u,page1,9.0,1,1
1178,49826u,page4,12.5,2,1
1179,49826u,page3,8.5,2,1
1180,49826u,page1,6.0,1,1
1181,49826u,page2,4.0,1,1
1182,152151u,page3,38.0,1,1
1183,152151u,page1,23.0,2,2
1184,152151u,page4,8.0,1,1
1185,152151u,page2,5.0,1,1
1186,64574u,page1,22.0,1,1
1187,64574u,page3,16.6666666667,3,1
1188,64574u,page2,10.0,1,1
1189,64574u,page4,10.0,1,1
1190,184232u,page1,6.0,1,1
1191,94291u,page1,1.0,1,1
1192,265977u,page1,70.0,1,1
1193,240967u,page1,20.6666666667,3,1
1194,240967u,page2,15.0,2,1
1195,240967u,page3,10.0,2,1
1196,240967u,page4,7.5,2,1
1197,256217u,page3,21.0,1,1
1198,256217u,page1,11.3333333333,3,2
1199,256217u,page4,10.0,1,1
1200,256217u,page2,5.0,1,1
1201,159363u,page1,3.0,3,3
1202,39064u,page1,2.0,1,1
1203,38894u,page1,1.0,1,1
1204,83304u,page1,17.5,2,2
1205,83304u,page3,12.5,2,2
1206,83304u,page2,5.5,2,2
1207,83304u,page4,4.5,2,2
1208,220646u,page1,1.5,2,1
1209,211523u,page1,21.5,2,2
1210,211523u,page4,21.0,2,2
1211,211523u,page2,11.5,2,2
1212,211523u,page3,10.0,2,2
1213,173080u,page1,11.8333333333,12,9
1214,173080u,page3,9.4,5,5
1215,173080u,page4,6.8,5,5
1216,173080u,page2,6.2,5,5
1217,233896u,page1,27.0,1,1
1218,32368u,page1,13.0,2,2
1219,32368u,page3,11.0,2,2
1220,32368u,page2,8.0,2,2
1221,32368u,page4,4.5,2,2
1222,46706u,page1,17.0,1,1
1223,141344u,page1,82.0,1,1
1224,182413u,page1,13.0,1,1
1225,254534u,page1,2.5,2,2
1226,193037u,page3,15.0,3,2
1227,193037u,page1,5.0,2,2
1228,193037u,page4,4.5,2,2
1229,193037u,page2,2.5,2,2
1230,68871u,page2,13.0,1,1
1231,68871u,page1,3.5,2,1
1232,67774u,page1,48.5,2,1
1233,67774u,page2,38.0,1,1
1234,39720u,page1,6.0,1,1
1235,21609u,page1,16.0,2,1
1236,21609u,page3,11.0,1,1
1237,21609u,page2,7.0,1,1
1238,21609u,page4,5.0,1,1
1239,80981u,page1,2.0,1,1
1240,101896u,page1,13.75,4,2
1241,101896u,page3,12.25,4,2
1242,101896u,page4,7.33333333333,3,2
1243,101896u,page2,6.0,3,2
1244,116459u,page1,5.0,1,1
1245,150623u,page1,12.0,2,1
1246,169484u,page1,37.0,1,1
1247,169484u,page3,13.0,1,1
1248,169484u,page4,8.0,1,1
1249,169484u,page2,4.0,1,1
1250,23803u,page1,14.0,1,1
1251,23803u,page3,10.0,1,1
1252,23803u,page4,5.0,1,1
1253,23803u,page2,4.0,1,1
1254,104419u,page3,15.0,3,3
1255,104419u,page1,10.25,8,6
1256,104419u,page4,7.33333333333,3,3
1257,104419u,page2,4.33333333333,3,3
1258,170356u,page1,15.1,10,6
1259,170356u,page3,12.75,16,4
1260,170356u,page4,7.2,5,3
1261,170356u,page2,5.44444444444,9,4
1262,104491u,page4,14.5,4,4
1263,104491u,page3,9.25,4,4
1264,104491u,page1,5.375,8,5
1265,104491u,page2,4.42857142857,7,5
1266,194672u,page1,19.5,2,2
1267,194672u,page3,15.0,1,1
1268,194672u,page4,7.0,1,1
1269,194672u,page2,5.0,1,1
1270,137931u,page3,28.0,1,1
1271,137931u,page1,25.0,1,1
1272,137931u,page2,10.0,1,1
1273,137931u,page4,5.0,1,1
1274,11602u,page2,11.0,2,2
1275,11602u,page3,10.0,2,2
1276,11602u,page1,9.33333333333,3,2
1277,11602u,page4,7.0,2,2
1278,146573u,page1,7.0,1,1
1279,134648u,page3,6.66666666667,3,2
1280,134648u,page1,4.4,5,2
1281,134648u,page2,4.0,3,2
1282,134648u,page4,3.0,2,2
1283,172540u,page1,5.0,1,1
1284,55200u,page1,15.0,1,1
1285,55200u,page3,9.0,1,1
1286,55200u,page4,5.0,1,1
1287,55200u,page2,4.0,1,1
1288,236836u,page1,2.0,1,1
1289,231373u,page1,3.0,1,1
1290,180285u,page1,50.0,1,1
1291,257831u,page3,13.5,2,2
1292,257831u,page1,11.5,2,2
1293,257831u,page4,9.0,2,2
1294,257831u,page2,7.5,2,2
1295,82083u,page1,19.6666666667,3,2
1296,82083u,page2,16.0,1,1
1297,285992u,page1,1.0,1,1
1298,59477u,page1,21.6666666667,3,3
1299,146987u,page1,31.0,1,1
1300,13782u,page1,8.0,1,1
1301,201644u,page3,23.75,4,2
1302,201644u,page1,10.5,2,2
1303,201644u,page2,3.5,2,2
1304,201644u,page4,3.5,2,2
1305,52823u,page3,12.0,1,1
1306,52823u,page1,8.0,1,1
1307,52823u,page4,4.0,1,1
1308,52823u,page2,3.0,1,1
1309,34494u,page1,29.0,2,1
1310,34494u,page3,22.0,1,1
1311,34494u,page2,10.0,1,1
1312,34494u,page4,10.0,1,1
1313,298681u,page1,16.0,1,1
1314,132502u,page1,14.0,1,1
1315,1058u,page1,4.0,1,1
1316,213313u,page1,37.0,1,1
1317,296040u,page1,8.0,1,1
1318,190100u,page4,47.0,1,1
1319,190100u,page1,21.5,2,2
1320,190100u,page3,20.0,1,1
1321,190100u,page2,6.0,1,1
1322,235633u,page1,35.0,1,1
1323,177761u,page1,28.0,2,1
1324,177761u,page3,20.0,1,1
1325,177761u,page2,10.0,1,1
1326,177761u,page4,8.0,1,1
1327,200206u,page1,4.0,1,1
1328,13951u,page1,3.0,1,1
1329,249755u,page1,24.0,1,1
1330,247730u,page1,35.8333333333,6,3
1331,247730u,page3,13.0,2,2
1332,247730u,page2,11.6666666667,3,2
1333,247730u,page4,8.5,2,2
1334,239815u,page2,63.0,1,1
1335,239815u,page1,12.0,1,1
1336,107715u,page2,19.0,1,1
1337,107715u,page1,14.6666666667,3,1
1338,30723u,page3,40.3333333333,9,4
1339,30723u,page2,25.6363636364,11,7
1340,30723u,page4,17.0,5,4
1341,30723u,page1,13.84,25,10
1342,147151u,page3,7.125,8,6
1343,147151u,page1,6.5,10,6
1344,147151u,page4,4.75,8,6
1345,147151u,page2,4.4,10,6
1346,7960u,page1,0.0,1,1
1347,84057u,page3,12.0,2,2
1348,84057u,page1,11.2,5,2
1349,84057u,page4,3.0,2,2
1350,84057u,page2,2.0,2,2
1351,43301u,page1,13.0,1,1
1352,43301u,page3,11.0,1,1
1353,43301u,page4,5.0,1,1
1354,43301u,page2,3.0,1,1
1355,13554u,page1,10.0,1,1
1356,210836u,page1,5.0,1,1
1357,183740u,page1,13.5,2,1
1358,95355u,page1,20.0,1,1
1359,227510u,page1,8.0,1,1
1360,33195u,page3,21.0,1,1
1361,33195u,page1,20.0,1,1
1362,33195u,page4,9.0,1,1
1363,33195u,page2,5.0,1,1
1364,283538u,page1,16.0,1,1
1365,81198u,page1,11.0,1,1
1366,244461u,page3,14.0,2,1
1367,244461u,page1,9.33333333333,6,2
1368,244461u,page4,9.0,1,1
1369,244461u,page2,5.0,3,1
1370,144836u,page3,13.0,1,1
1371,144836u,page1,12.0,1,1
1372,144836u,page2,5.0,1,1
1373,144836u,page4,0.0,1,1
1374,22715u,page1,43.0,1,1
1375,213753u,page1,10.0,1,1
1376,126045u,page1,8.0,2,2
1377,104493u,page1,0.0,1,1
1378,112422u,page3,15.6666666667,3,3
1379,112422u,page4,8.33333333333,3,3
1380,112422u,page1,7.66666666667,3,3
1381,112422u,page2,7.0,3,3
1382,192158u,page3,29.0,1,1
1383,192158u,page1,9.0,1,1
1384,192158u,page4,9.0,1,1
1385,192158u,page2,5.0,1,1
1386,270623u,page1,4.0,1,1
1387,191935u,page1,4.0,1,1
1388,194217u,page1,31.0,1,1
1389,128155u,page1,5.0,1,1
1390,282945u,page1,17.0,1,1
1391,116625u,page3,8.0,1,1
1392,116625u,page4,6.0,1,1
1393,116625u,page1,5.0,1,1
1394,116625u,page2,3.0,1,1
1395,79789u,page1,5.0,1,1
1396,181051u,page1,27.0,1,1
1397,181051u,page3,12.0,2,1
1398,181051u,page4,3.0,1,1
1399,26057u,page2,82.0,1,1
1400,26057u,page1,7.0,2,1
1401,101448u,page1,3.0,1,1
1402,240309u,page1,1.0,1,1
1403,296471u,page1,17.5,2,2
1404,109776u,page1,20.0,1,1
1405,36523u,page3,65.0,1,1
1406,36523u,page1,31.0,1,1
1407,36523u,page4,21.0,1,1
1408,36523u,page2,7.0,1,1
1409,273301u,page3,52.0,1,1
1410,273301u,page1,28.0,2,1
1411,273301u,page2,3.0,1,1
1412,20353u,page3,23.0,3,1
1413,20353u,page1,18.0,4,3
1414,20353u,page2,7.0,1,1
1415,20353u,page4,4.0,1,1
1416,96043u,page1,4.0,1,1
1417,12666u,page1,28.0,1,1
1418,12666u,page3,14.0,1,1
1419,12666u,page2,7.0,1,1
1420,12666u,page4,7.0,1,1
1421,33207u,page1,5.0,2,2
1422,244705u,page1,18.0,2,1
1423,244705u,page2,9.0,1,1
1424,220678u,page1,7.0,1,1
1425,96207u,page1,3.0,1,1
1426,12905u,page1,16.0,1,1
1427,119954u,page1,8.0,1,1
1428,185856u,page1,8.0,1,1
1429,77033u,page1,17.0,1,1
1430,143023u,page2,8.0,1,1
1431,143023u,page1,5.33333333333,3,1
1432,190533u,page1,14.0,1,1
1433,43891u,page1,2.0,1,1
1434,88214u,page3,36.5,2,1
1435,88214u,page1,31.0,1,1
1436,88214u,page4,10.0,1,1
1437,88214u,page2,7.0,1,1
1438,142701u,page1,9.0,1,1
1439,211961u,page2,20.5,2,1
1440,211961u,page1,10.5,2,1
1441,211961u,page3,9.0,1,1
1442,211961u,page4,8.0,1,1
1443,48053u,page1,16.0,1,1
1444,156249u,page1,22.5,2,2
1445,156249u,page4,2.0,1,1
1446,156249u,page2,0.0,1,1
1447,156249u,page3,0.0,1,1
1448,286110u,page1,7.0,1,1
1449,128560u,page1,37.0,1,1
1450,128560u,page3,19.0,1,1
1451,128560u,page2,10.0,1,1
1452,128560u,page4,9.0,1,1
1453,186421u,page1,2.0,3,2
1454,1455u,page1,15.0,1,1
1455,1455u,page3,8.0,1,1
1456,1455u,page4,7.0,1,1
1457,1455u,page2,6.0,1,1
1458,115323u,page1,17.0,2,1
1459,115323u,page3,9.0,2,1
1460,115323u,page4,7.5,2,1
1461,115323u,page2,3.0,2,1
1462,282280u,page1,24.3333333333,3,1
1463,282280u,page3,7.5,2,1
1464,282280u,page4,4.5,2,1
1465,282280u,page2,3.0,2,1
1466,275540u,page3,13.0,1,1
1467,275540u,page1,7.0,1,1
1468,275540u,page4,7.0,1,1
1469,275540u,page2,3.0,1,1
1470,66406u,page1,4.0,1,1
1471,252471u,page1,31.6,5,2
1472,252471u,page3,19.5,2,2
1473,252471u,page2,11.6666666667,3,2
1474,252471u,page4,8.0,2,2
1475,155519u,page1,7.6,5,5
1476,155519u,page3,7.25,4,4
1477,155519u,page4,5.25,4,4
1478,155519u,page2,3.25,4,4
1479,217330u,page3,7.0,1,1
1480,217330u,page1,4.0,1,1
1481,217330u,page4,3.0,1,1
1482,217330u,page2,2.0,1,1
1483,18980u,page1,9.0,1,1
1484,157738u,page1,9.0,1,1
1485,173552u,page3,11.0,3,1
1486,173552u,page1,8.5,2,2
1487,173552u,page4,3.0,1,1
1488,173552u,page2,2.0,1,1
1489,64886u,page1,39.3333333333,3,3
1490,64886u,page4,15.0,1,1
1491,64886u,page3,12.0,1,1
1492,64886u,page2,6.0,1,1
1493,296231u,page1,3.0,1,1
1494,245931u,page1,18.0,1,1
1495,111230u,page1,4.0,1,1
1496,242770u,page1,137.0,1,1
1497,130457u,page1,28.0,1,1
1498,37547u,page1,45.0,1,1
1499,37547u,page3,26.5,2,1
1500,37547u,page2,10.0,1,1
1501,37547u,page4,8.0,1,1
1502,274844u,page1,2.0,2,2
1503,187020u,page3,15.0,1,1
1504,187020u,page4,13.0,1,1
1505,187020u,page2,9.0,1,1
1506,187020u,page1,8.0,2,2
1507,159004u,page3,22.0,1,1
1508,159004u,page1,17.5,2,1
1509,159004u,page2,16.0,1,1
1510,159004u,page4,6.0,1,1
1511,217696u,page4,21.0,1,1
1512,217696u,page1,17.0,1,1
1513,217696u,page3,13.0,1,1
1514,217696u,page2,5.0,1,1
1515,54774u,page1,22.0,1,1
1516,53775u,page3,19.0,1,1
1517,53775u,page1,18.0,1,1
1518,53775u,page4,4.0,1,1
1519,53775u,page2,1.0,1,1
1520,46994u,page1,18.0,1,1
1521,266292u,page4,17.0,3,2
1522,266292u,page3,13.3333333333,3,3
1523,266292u,page1,11.0,4,3
1524,266292u,page2,7.0,3,3
1525,279908u,page1,13.0,2,2
1526,295625u,page1,4.0,1,1
1527,7689u,page3,12.0,3,3
1528,7689u,page1,8.33333333333,3,3
1529,7689u,page4,5.66666666667,3,3
1530,7689u,page2,5.33333333333,3,3
1531,146923u,page3,8.0,1,1
1532,146923u,page1,8.0,1,1
1533,146923u,page4,8.0,1,1
1534,146923u,page2,3.0,1,1
1535,160189u,page3,6.66666666667,3,3
1536,160189u,page2,5.25,4,4
1537,160189u,page1,4.85714285714,7,4
1538,160189u,page4,3.66666666667,3,3
1539,280024u,page2,11.0,1,1
1540,280024u,page1,7.0,2,1
1541,155619u,page1,10.0,1,1
1542,147858u,page3,6.5,2,2
1543,147858u,page1,5.0,2,2
1544,147858u,page4,3.5,2,2
1545,147858u,page2,1.0,2,2
1546,186611u,page2,9.0,1,1
1547,186611u,page3,5.0,1,1
1548,186611u,page1,4.5,2,1
1549,72012u,page3,10.0,2,2
1550,72012u,page1,9.0,2,2
1551,72012u,page4,2.0,2,2
1552,72012u,page2,1.5,2,2
1553,255724u,page3,25.3333333333,3,1
1554,255724u,page1,5.0,4,1
1555,255724u,page4,3.66666666667,3,1
1556,255724u,page2,3.33333333333,3,1
1557,1105u,page3,23.1111111111,9,5
1558,1105u,page1,10.2222222222,9,6
1559,1105u,page4,7.75,4,4
1560,1105u,page2,5.33333333333,6,5
1561,187871u,page1,14.3333333333,3,2
1562,83531u,page1,36.0,2,2
1563,83531u,page3,11.0,1,1
1564,83531u,page2,9.0,1,1
1565,83531u,page4,4.0,1,1
1566,139248u,page1,155.2,5,3
1567,139248u,page3,6.0,1,1
