,identificador,Sistema operativo,Usuarios
12312,274664u,Mac OS,1
12313,100386u,Windows OS,1
12314,185443u,Mac OS,1
12315,292103u,Windows OS,1
12316,6078u,Windows OS,1
12317,243915u,Mac OS,1
12318,91242u,Windows OS,1
12319,104464u,Windows OS,1
12320,230u,Windows OS,1
12321,150993u,Mac OS,1
12322,77688u,Mac OS,1
12323,242042u,Mac OS,1
12324,212668u,Windows OS,1
12325,139023u,Windows OS,1
12326,4754u,Mac OS,1
12327,216829u,Windows OS,1
12328,136069u,Mac OS,1
12329,49086u,Mac OS,1
12330,239244u,Windows OS,1
12331,290434u,Windows OS,1
12332,80760u,Windows OS,1
12333,41555u,Mac OS,1
12334,97935u,Windows OS,1
12335,289429u,Mac OS,1
12336,94046u,Windows OS,1
12337,141844u,Windows OS,1
12338,227575u,Windows OS,1
12339,116150u,Mac OS,1
12340,240771u,Mac OS,1
12341,23496u,Mac OS,1
12342,288049u,Windows OS,1
12343,256332u,Windows OS,1
12344,27400u,Mac OS,1
12345,273983u,Windows OS,1
12346,245149u,Windows OS,1
12347,129733u,Windows OS,1
12348,129733u,Mac OS,1
12349,111077u,Mac OS,1
12350,65434u,Windows OS,1
12351,243260u,Windows OS,1
12352,143717u,Windows OS,1
12353,59995u,Mac OS,1
12354,117032u,Mac OS,1
12355,81473u,Mac OS,1
12356,249273u,Mac OS,1
12357,143953u,Windows OS,1
12358,25202u,Windows OS,1
12359,150202u,Windows OS,1
12360,247102u,Windows OS,1
12361,21679u,Windows OS,1
12362,297713u,Mac OS,1
12363,82612u,Windows OS,1
12364,5040u,Mac OS,1
12365,154837u,Mac OS,1
12366,186958u,Windows OS,1
12367,267500u,Windows OS,1
12368,172646u,Mac OS,1
12369,279616u,Windows OS,1
12370,55029u,Mac OS,1
12371,261844u,Windows OS,1
12372,47170u,Mac OS,1
12373,274394u,Windows OS,1
12374,21017u,Windows OS,1
12375,28022u,Windows OS,1
12376,103097u,Windows OS,1
12377,288307u,Windows OS,1
12378,44251u,Mac OS,1
12379,236893u,Mac OS,1
12380,270015u,Windows OS,1
12381,68730u,Windows OS,1
12382,3113u,Windows OS,1
12383,52490u,Windows OS,1
12384,40519u,Mac OS,1
12385,235688u,Windows OS,1
12386,39748u,Windows OS,1
12387,130454u,Mac OS,1
12388,103816u,Mac OS,1
12389,200886u,Windows OS,1
12390,104979u,Mac OS,1
12391,170343u,Windows OS,1
12392,239534u,Windows OS,1
12393,192031u,Windows OS,1
12394,106687u,Windows OS,1
12395,49824u,Mac OS,1
12396,18234u,Mac OS,1
12397,55174u,Windows OS,1
12398,82455u,Windows OS,1
12399,215216u,Mac OS,1
12400,204105u,Mac OS,1
12401,20235u,Windows OS,1
12402,289311u,Windows OS,1
12403,66746u,Windows OS,1
12404,268739u,Mac OS,1
12405,170713u,Windows OS,1
12406,125842u,Mac OS,1
12407,241513u,Windows OS,1
12408,292567u,Windows OS,1
12409,133855u,Mac OS,1
12410,105957u,Windows OS,1
12411,34511u,Windows OS,1
12412,180238u,Windows OS,1
12413,178311u,Windows OS,1
12414,262415u,Mac OS,1
12415,107792u,Windows OS,1
12416,231151u,Windows OS,1
12417,162705u,Windows OS,1
12418,250815u,Windows OS,1
12419,115475u,Mac OS,1
12420,55929u,Mac OS,1
12421,285776u,Windows OS,1
12422,297112u,Mac OS,1
12423,289205u,Windows OS,1
12424,25443u,Windows OS,1
12425,271292u,Mac OS,1
12426,39471u,Mac OS,1
12427,53498u,Mac OS,1
12428,70764u,Mac OS,1
12429,143393u,Windows OS,1
12430,48207u,Windows OS,1
12431,148613u,Windows OS,1
12432,109964u,Mac OS,1
12433,3587u,Windows OS,1
12434,261795u,Windows OS,1
12435,152046u,Mac OS,1
12436,126724u,Mac OS,1
12437,200733u,Windows OS,1
12438,96251u,Windows OS,1
12439,172562u,Mac OS,1
12440,74231u,Mac OS,1
12441,197826u,Mac OS,1
12442,114392u,Windows OS,1
12443,262306u,Windows OS,1
12444,40560u,Windows OS,1
12445,194151u,Windows OS,1
12446,264134u,Windows OS,1
12447,157900u,Windows OS,1
12448,117483u,Windows OS,1
12449,109425u,Mac OS,1
12450,62373u,Windows OS,1
12451,135572u,Mac OS,1
12452,33486u,Windows OS,1
12453,240451u,Mac OS,1
12454,127321u,Mac OS,1
12455,214818u,Mac OS,1
12456,168459u,Windows OS,1
12457,63591u,Mac OS,1
12458,109321u,Windows OS,1
12459,630u,Windows OS,1
12460,35097u,Mac OS,1
12461,106159u,Windows OS,1
12462,106584u,Mac OS,1
12463,19693u,Windows OS,1
12464,250879u,Mac OS,1
12465,238449u,Windows OS,1
12466,147433u,Mac OS,1
12467,271547u,Mac OS,1
12468,27897u,Windows OS,1
12469,51399u,Windows OS,1
12470,197021u,Mac OS,1
12471,263789u,Windows OS,1
12472,104800u,Mac OS,1
12473,17399u,Mac OS,1
12474,129192u,Windows OS,1
12475,103240u,Mac OS,1
12476,140570u,Windows OS,1
12477,191082u,Windows OS,1
12478,171394u,Windows OS,1
12479,223977u,Windows OS,1
12480,79367u,Mac OS,1
12481,237624u,Mac OS,1
12482,144404u,Windows OS,1
12483,274901u,Windows OS,1
12484,260429u,Mac OS,1
12485,245288u,Mac OS,1
12486,40544u,Mac OS,1
12487,69994u,Windows OS,1
12488,40606u,Windows OS,1
12489,141357u,Windows OS,1
12490,161117u,Windows OS,1
12491,237390u,Windows OS,1
12492,199483u,Windows OS,1
12493,293319u,Windows OS,1
12494,17094u,Mac OS,1
12495,44079u,Mac OS,1
12496,211337u,Windows OS,1
12497,191106u,Mac OS,1
12498,64212u,Windows OS,1
12499,214935u,Windows OS,1
12500,16592u,Windows OS,1
12501,226577u,Windows OS,1
12502,92920u,Mac OS,1
12503,288113u,Windows OS,1
12504,172938u,Mac OS,1
12505,97749u,Windows OS,1
12506,147504u,Windows OS,1
12507,264443u,Mac OS,1
12508,1497u,Mac OS,1
12509,87256u,Windows OS,1
12510,57004u,Windows OS,1
12511,190657u,Mac OS,1
12512,92263u,Mac OS,1
12513,77310u,Windows OS,1
12514,249853u,Windows OS,1
12515,234259u,Windows OS,1
12516,216488u,Windows OS,1
12517,291251u,Windows OS,1
12518,251063u,Windows OS,1
12519,243642u,Mac OS,1
12520,197677u,Windows OS,1
12521,62098u,Windows OS,1
12522,199971u,Windows OS,1
12523,94863u,Mac OS,1
12524,28935u,Windows OS,1
12525,1378u,Windows OS,1
12526,101175u,Mac OS,1
12527,90156u,Windows OS,1
12528,150248u,Windows OS,1
12529,72506u,Windows OS,1
12530,285013u,Mac OS,1
12531,80778u,Windows OS,1
12532,85195u,Windows OS,1
12533,92016u,Mac OS,1
12534,42023u,Windows OS,1
12535,239988u,Windows OS,1
12536,155667u,Mac OS,1
12537,256917u,Windows OS,1
12538,241756u,Mac OS,1
12539,50574u,Windows OS,1
12540,6135u,Windows OS,1
12541,143814u,Windows OS,1
12542,115879u,Windows OS,1
12543,70644u,Windows OS,1
12544,97803u,Mac OS,1
12545,228501u,Windows OS,1
12546,258202u,Mac OS,1
12547,189932u,Mac OS,1
12548,229451u,Mac OS,1
12549,273586u,Windows OS,1
12550,181674u,Windows OS,1
12551,182522u,Windows OS,1
12552,28876u,Windows OS,1
12553,165559u,Windows OS,1
12554,234543u,Windows OS,1
12555,284321u,Mac OS,1
12556,111659u,Mac OS,1
12557,74728u,Windows OS,1
12558,45343u,Windows OS,1
12559,296518u,Mac OS,1
12560,51227u,Mac OS,1
12561,189552u,Windows OS,1
12562,104265u,Mac OS,1
12563,62244u,Windows OS,1
12564,71000u,Mac OS,1
12565,265548u,Windows OS,1
12566,166009u,Windows OS,1
12567,262177u,Mac OS,1
12568,58910u,Windows OS,1
12569,86090u,Windows OS,1
12570,123399u,Mac OS,1
12571,198913u,Windows OS,1
12572,149896u,Windows OS,1
12573,271580u,Mac OS,1
12574,49932u,Mac OS,1
12575,216655u,Windows OS,1
12576,222309u,Windows OS,1
12577,61752u,Mac OS,1
12578,65021u,Mac OS,1
12579,208380u,Windows OS,1
12580,201952u,Windows OS,1
12581,13952u,Windows OS,1
12582,101454u,Windows OS,1
12583,51643u,Windows OS,1
12584,9442u,Mac OS,1
12585,43469u,Windows OS,1
12586,202558u,Mac OS,1
12587,8580u,Windows OS,1
12588,130673u,Windows OS,1
12589,188762u,Mac OS,1
12590,86355u,Windows OS,1
12591,12125u,Windows OS,1
12592,109635u,Windows OS,1
12593,124852u,Mac OS,1
12594,181231u,Windows OS,1
12595,230505u,Windows OS,1
12596,118919u,Windows OS,1
12597,128371u,Mac OS,1
12598,286578u,Windows OS,1
12599,64769u,Windows OS,1
12600,44959u,Windows OS,1
12601,229385u,Mac OS,1
12602,184024u,Mac OS,1
12603,207046u,Windows OS,1
12604,89673u,Windows OS,1
12605,79557u,Windows OS,1
12606,240588u,Mac OS,1
12607,68500u,Windows OS,1
12608,185456u,Windows OS,1
12609,292043u,Windows OS,1
12610,183226u,Mac OS,1
12611,217271u,Mac OS,1
12612,149269u,Windows OS,1
12613,47117u,Windows OS,1
12614,147678u,Windows OS,1
12615,272271u,Windows OS,1
12616,266159u,Mac OS,1
12617,42654u,Windows OS,1
12618,100410u,Windows OS,1
12619,226802u,Mac OS,1
12620,227085u,Mac OS,1
12621,217375u,Mac OS,1
12622,6383u,Windows OS,1
12623,74181u,Windows OS,1
12624,21233u,Mac OS,1
12625,15622u,Windows OS,1
12626,229673u,Windows OS,1
12627,272958u,Windows OS,1
12628,271467u,Mac OS,1
12629,117934u,Windows OS,1
12630,171187u,Windows OS,1
12631,258934u,Windows OS,1
12632,105295u,Windows OS,1
12633,297209u,Mac OS,1
12634,248603u,Windows OS,1
12635,189317u,Windows OS,1
12636,297861u,Mac OS,1
12637,289051u,Windows OS,1
12638,228430u,Windows OS,1
12639,45322u,Windows OS,1
12640,164867u,Windows OS,1
12641,171447u,Mac OS,1
12642,222311u,Windows OS,1
12643,248568u,Mac OS,1
12644,88339u,Windows OS,1
12645,114930u,Windows OS,1
12646,112049u,Windows OS,1
12647,272688u,Windows OS,1
12648,204204u,Windows OS,1
12649,294677u,Mac OS,1
12650,269232u,Windows OS,1
12651,194264u,Windows OS,1
12652,190616u,Windows OS,1
12653,85064u,Mac OS,1
12654,204319u,Mac OS,1
12655,61032u,Windows OS,1
12656,161774u,Windows OS,1
12657,275962u,Windows OS,1
12658,242999u,Windows OS,1
12659,59333u,Windows OS,1
12660,99614u,Mac OS,1
12661,176210u,Windows OS,1
12662,293344u,Windows OS,1
12663,140175u,Mac OS,1
12664,154104u,Windows OS,1
12665,171792u,Mac OS,1
12666,97746u,Windows OS,1
12667,205862u,Mac OS,1
12668,179129u,Windows OS,1
12669,14105u,Windows OS,1
12670,148119u,Mac OS,1
12671,38670u,Windows OS,1
12672,292356u,Windows OS,1
12673,49983u,Windows OS,1
12674,3680u,Mac OS,1
12675,180837u,Windows OS,1
12676,215070u,Mac OS,1
12677,292095u,Windows OS,1
12678,169289u,Windows OS,1
12679,245797u,Mac OS,1
12680,53677u,Windows OS,1
12681,55919u,Windows OS,1
12682,240459u,Windows OS,1
12683,62874u,Windows OS,1
12684,63694u,Windows OS,1
12685,53333u,Windows OS,1
12686,184448u,Mac OS,1
12687,173776u,Windows OS,1
12688,48362u,Mac OS,1
12689,231112u,Mac OS,1
12690,256235u,Windows OS,1
12691,275779u,Windows OS,1
12692,278182u,Windows OS,1
12693,209379u,Mac OS,1
12694,150u,Mac OS,1
12695,299541u,Mac OS,1
12696,206805u,Windows OS,1
12697,105466u,Windows OS,1
12698,64766u,Mac OS,1
12699,8444u,Windows OS,1
12700,232810u,Mac OS,1
12701,106540u,Mac OS,1
12702,264644u,Mac OS,1
12703,23411u,Windows OS,1
12704,113596u,Windows OS,1
12705,204047u,Mac OS,1
12706,84401u,Windows OS,1
12707,38900u,Windows OS,1
12708,247680u,Mac OS,1
12709,277287u,Windows OS,1
12710,262700u,Mac OS,1
12711,105610u,Mac OS,1
12712,168485u,Windows OS,1
12713,113722u,Windows OS,1
12714,6262u,Mac OS,1
12715,101843u,Mac OS,1
12716,211021u,Windows OS,1
12717,256958u,Mac OS,1
12718,39815u,Mac OS,1
12719,92430u,Windows OS,1
12720,54779u,Windows OS,1
12721,193225u,Mac OS,1
12722,56409u,Windows OS,1
12723,280184u,Mac OS,1
12724,52754u,Mac OS,1
12725,32228u,Mac OS,1
12726,289167u,Windows OS,1
12727,217792u,Windows OS,1
12728,122239u,Windows OS,1
12729,195233u,Mac OS,1
12730,91199u,Windows OS,1
12731,28144u,Windows OS,1
12732,95414u,Windows OS,1
12733,145328u,Windows OS,1
12734,259236u,Mac OS,1
12735,257420u,Mac OS,1
12736,181802u,Windows OS,1
12737,231640u,Mac OS,1
12738,135662u,Mac OS,1
12739,183889u,Mac OS,1
12740,174255u,Windows OS,1
12741,113730u,Windows OS,1
12742,174788u,Mac OS,1
12743,211625u,Windows OS,1
12744,261474u,Windows OS,1
12745,19541u,Mac OS,1
12746,244976u,Windows OS,1
12747,238217u,Windows OS,1
12748,256661u,Windows OS,1
12749,40825u,Windows OS,1
12750,640u,Mac OS,1
12751,49769u,Windows OS,1
12752,125366u,Windows OS,1
12753,190163u,Windows OS,1
12754,80743u,Windows OS,1
12755,208056u,Mac OS,1
12756,224528u,Windows OS,1
12757,82336u,Windows OS,1
12758,110085u,Windows OS,1
12759,138485u,Mac OS,1
12760,69085u,Mac OS,1
12761,67180u,Mac OS,1
12762,151833u,Windows OS,1
12763,274903u,Windows OS,1
12764,86641u,Windows OS,1
12765,35402u,Mac OS,1
12766,58776u,Mac OS,1
12767,241934u,Mac OS,1
12768,127149u,Windows OS,1
12769,38213u,Mac OS,1
12770,92612u,Mac OS,1
12771,264936u,Windows OS,1
12772,26235u,Windows OS,1
12773,165955u,Mac OS,1
12774,75101u,Windows OS,1
12775,105897u,Windows OS,1
12776,48309u,Windows OS,1
12777,245212u,Mac OS,1
12778,60121u,Mac OS,1
12779,225801u,Windows OS,1
12780,89325u,Windows OS,1
12781,258902u,Windows OS,1
12782,56986u,Windows OS,1
12783,45421u,Mac OS,1
12784,41069u,Mac OS,1
12785,18006u,Windows OS,1
12786,81932u,Mac OS,1
12787,9236u,Mac OS,1
12788,229789u,Mac OS,1
12789,76014u,Windows OS,1
12790,226347u,Mac OS,1
12791,277707u,Mac OS,1
12792,168754u,Windows OS,1
12793,211806u,Mac OS,1
12794,235408u,Windows OS,1
12795,69790u,Windows OS,1
12796,131730u,Mac OS,1
12797,36333u,Windows OS,1
12798,28760u,Windows OS,1
12799,252777u,Windows OS,1
12800,238694u,Windows OS,1
12801,126036u,Windows OS,1
12802,188896u,Mac OS,1
12803,18106u,Mac OS,1
12804,144648u,Windows OS,1
12805,179747u,Windows OS,1
12806,56484u,Windows OS,1
12807,284065u,Mac OS,1
12808,52243u,Mac OS,1
12809,31906u,Windows OS,1
12810,45637u,Windows OS,1
12811,208213u,Mac OS,1
12812,197824u,Windows OS,1
12813,158392u,Windows OS,1
12814,203081u,Mac OS,1
12815,258183u,Windows OS,1
12816,61499u,Windows OS,1
12817,78755u,Windows OS,1
12818,28145u,Windows OS,1
12819,234840u,Mac OS,1
12820,132840u,Mac OS,1
12821,248778u,Windows OS,1
12822,121450u,Mac OS,1
12823,275100u,Windows OS,1
12824,203662u,Windows OS,1
12825,19027u,Mac OS,1
12826,50270u,Windows OS,1
12827,259675u,Mac OS,1
12828,162005u,Windows OS,1
12829,195288u,Mac OS,1
12830,91438u,Windows OS,1
12831,106462u,Windows OS,1
12832,266029u,Mac OS,1
12833,216872u,Windows OS,1
12834,208112u,Windows OS,1
12835,283612u,Mac OS,1
12836,145649u,Windows OS,1
12837,78297u,Mac OS,1
12838,6328u,Windows OS,1
12839,118654u,Windows OS,1
12840,162768u,Windows OS,1
12841,242796u,Windows OS,1
12842,217936u,Mac OS,1
12843,149703u,Windows OS,1
12844,91111u,Windows OS,1
12845,207448u,Windows OS,1
12846,214173u,Mac OS,1
12847,77461u,Windows OS,1
12848,219457u,Windows OS,1
12849,57894u,Windows OS,1
12850,237903u,Mac OS,1
12851,96683u,Windows OS,1
12852,36637u,Mac OS,1
12853,39991u,Windows OS,1
12854,147493u,Mac OS,1
12855,73646u,Mac OS,1
12856,144391u,Windows OS,1
12857,122879u,Mac OS,1
12858,146101u,Windows OS,1
12859,63058u,Windows OS,1
12860,144939u,Windows OS,1
12861,253082u,Mac OS,1
12862,132778u,Windows OS,1
12863,59635u,Mac OS,1
12864,103475u,Windows OS,1
12865,43639u,Mac OS,1
12866,188686u,Windows OS,1
12867,43210u,Windows OS,1
12868,296239u,Windows OS,1
12869,237713u,Windows OS,1
12870,27743u,Windows OS,1
12871,21190u,Windows OS,1
12872,187933u,Mac OS,1
12873,233358u,Windows OS,1
12874,256270u,Windows OS,1
12875,256553u,Windows OS,1
12876,185512u,Mac OS,1
12877,24585u,Windows OS,1
12878,184237u,Windows OS,1
12879,109204u,Mac OS,1
12880,209651u,Mac OS,1
12881,80207u,Mac OS,1
12882,70449u,Windows OS,1
12883,116703u,Mac OS,1
12884,36219u,Windows OS,1
12885,237263u,Mac OS,1
12886,188693u,Mac OS,1
12887,221200u,Windows OS,1
12888,49479u,Mac OS,1
12889,247101u,Windows OS,1
12890,70583u,Mac OS,1
12891,86426u,Mac OS,1
12892,247300u,Windows OS,1
12893,294855u,Mac OS,1
12894,122434u,Windows OS,1
12895,147802u,Mac OS,1
12896,75592u,Windows OS,1
12897,150897u,Windows OS,1
12898,30508u,Windows OS,1
12899,11180u,Windows OS,1
12900,100026u,Windows OS,1
12901,48835u,Windows OS,1
12902,286071u,Mac OS,1
12903,170210u,Windows OS,1
12904,51565u,Windows OS,1
12905,46203u,Windows OS,1
12906,8747u,Windows OS,1
12907,73799u,Windows OS,1
12908,2125u,Windows OS,1
12909,37200u,Windows OS,1
12910,292225u,Windows OS,1
12911,268190u,Windows OS,1
12912,164749u,Mac OS,1
12913,238067u,Mac OS,1
12914,107828u,Mac OS,1
12915,281570u,Mac OS,1
12916,256534u,Mac OS,1
12917,130064u,Windows OS,1
12918,3269u,Mac OS,1
12919,205318u,Windows OS,1
12920,181316u,Mac OS,1
12921,185367u,Windows OS,1
12922,188104u,Windows OS,1
12923,248797u,Mac OS,1
12924,177749u,Mac OS,1
12925,219085u,Windows OS,1
12926,209204u,Mac OS,1
12927,276273u,Mac OS,1
12928,5833u,Mac OS,1
12929,232451u,Mac OS,1
12930,106884u,Windows OS,1
12931,75572u,Mac OS,1
12932,83127u,Mac OS,1
12933,141481u,Mac OS,1
12934,93173u,Mac OS,1
12935,253138u,Windows OS,1
12936,187312u,Windows OS,1
12937,26689u,Mac OS,1
12938,282222u,Windows OS,1
12939,144893u,Mac OS,1
12940,69456u,Windows OS,1
12941,252738u,Windows OS,1
12942,69939u,Mac OS,1
12943,141946u,Windows OS,1
12944,221161u,Windows OS,1
12945,244009u,Mac OS,1
12946,107218u,Mac OS,1
12947,96925u,Windows OS,1
12948,293802u,Windows OS,1
12949,206163u,Mac OS,1
12950,117834u,Mac OS,1
12951,237993u,Windows OS,1
12952,56580u,Mac OS,1
12953,297381u,Windows OS,1
12954,195574u,Windows OS,1
12955,296186u,Mac OS,1
12956,167468u,Windows OS,1
12957,258079u,Windows OS,1
12958,257704u,Mac OS,1
12959,83390u,Mac OS,1
12960,218888u,Mac OS,1
12961,206103u,Windows OS,1
12962,117036u,Windows OS,1
12963,231251u,Mac OS,1
12964,173152u,Windows OS,1
12965,253148u,Windows OS,1
12966,214875u,Windows OS,1
12967,164619u,Mac OS,1
12968,56966u,Mac OS,1
12969,180808u,Mac OS,1
12970,182193u,Mac OS,1
12971,15146u,Windows OS,1
12972,99477u,Windows OS,1
12973,285437u,Windows OS,1
12974,110898u,Mac OS,1
12975,168982u,Windows OS,1
12976,112220u,Mac OS,1
12977,54702u,Mac OS,1
12978,242713u,Windows OS,1
12979,154991u,Windows OS,1
12980,288812u,Windows OS,1
12981,185746u,Mac OS,1
12982,182606u,Mac OS,1
12983,205977u,Mac OS,1
12984,262679u,Windows OS,1
12985,198191u,Mac OS,1
12986,200156u,Windows OS,1
12987,195119u,Windows OS,1
12988,197000u,Windows OS,1
12989,152461u,Windows OS,1
12990,152228u,Mac OS,1
12991,103768u,Windows OS,1
12992,199812u,Windows OS,1
12993,214928u,Windows OS,1
12994,198127u,Windows OS,1
12995,290943u,Windows OS,1
12996,96174u,Mac OS,1
12997,273337u,Mac OS,1
12998,285966u,Windows OS,1
12999,128885u,Mac OS,1
13000,21698u,Mac OS,1
13001,135675u,Windows OS,1
13002,21427u,Windows OS,1
13003,58525u,Windows OS,1
13004,163746u,Windows OS,1
13005,269840u,Windows OS,1
13006,149656u,Windows OS,1
13007,196054u,Mac OS,1
13008,254109u,Windows OS,1
13009,283479u,Mac OS,1
13010,108123u,Windows OS,1
13011,14389u,Windows OS,1
13012,128041u,Windows OS,1
13013,118547u,Windows OS,1
13014,40501u,Mac OS,1
13015,274322u,Mac OS,1
13016,260133u,Windows OS,1
13017,41314u,Mac OS,1
13018,90409u,Mac OS,1
13019,65721u,Mac OS,1
13020,96918u,Mac OS,1
13021,235904u,Windows OS,1
13022,163080u,Mac OS,1
13023,216470u,Windows OS,1
13024,241328u,Windows OS,1
13025,45887u,Mac OS,1
13026,164889u,Windows OS,1
13027,142285u,Windows OS,1
13028,117148u,Windows OS,1
13029,203134u,Windows OS,1
13030,284605u,Windows OS,1
13031,201752u,Mac OS,1
13032,266079u,Windows OS,1
13033,15053u,Mac OS,1
13034,43264u,Windows OS,1
13035,93227u,Windows OS,1
13036,235719u,Mac OS,1
13037,286269u,Windows OS,1
13038,241220u,Mac OS,1
13039,163552u,Mac OS,1
13040,207118u,Mac OS,1
13041,70458u,Windows OS,1
13042,10930u,Windows OS,1
13043,297305u,Windows OS,1
13044,60839u,Windows OS,1
13045,256066u,Windows OS,1
13046,5926u,Windows OS,1
13047,48556u,Mac OS,1
13048,7246u,Windows OS,1
13049,278119u,Mac OS,1
13050,11406u,Windows OS,1
13051,230072u,Mac OS,1
13052,122872u,Windows OS,1
13053,193047u,Mac OS,1
13054,68778u,Mac OS,1
13055,72241u,Windows OS,1
13056,116047u,Mac OS,1
13057,218475u,Mac OS,1
13058,209703u,Windows OS,1
13059,90856u,Windows OS,1
13060,101560u,Windows OS,1
13061,154576u,Windows OS,1
13062,113072u,Mac OS,1
13063,254475u,Windows OS,1
13064,232939u,Windows OS,1
13065,147594u,Windows OS,1
13066,66148u,Mac OS,1
13067,216468u,Windows OS,1
13068,287592u,Windows OS,1
13069,84712u,Windows OS,1
13070,288800u,Windows OS,1
13071,228520u,Windows OS,1
13072,285393u,Windows OS,1
13073,59297u,Mac OS,1
13074,277104u,Mac OS,1
13075,172357u,Windows OS,1
13076,218963u,Mac OS,1
13077,129345u,Mac OS,1
13078,7805u,Windows OS,1
13079,42414u,Mac OS,1
13080,283958u,Windows OS,1
13081,135964u,Mac OS,1
13082,188576u,Mac OS,1
13083,72582u,Mac OS,1
13084,213587u,Windows OS,1
13085,230882u,Windows OS,1
13086,59815u,Windows OS,1
13087,270739u,Mac OS,1
13088,166138u,Windows OS,1
13089,215342u,Windows OS,1
13090,30993u,Windows OS,1
13091,115702u,Mac OS,1
13092,58131u,Mac OS,1
13093,145093u,Windows OS,1
13094,210883u,Mac OS,1
13095,299007u,Windows OS,1
13096,282842u,Windows OS,1
13097,204044u,Mac OS,1
13098,44227u,Windows OS,1
13099,219726u,Windows OS,1
13100,41727u,Mac OS,1
13101,158902u,Windows OS,1
13102,271302u,Windows OS,1
13103,225u,Windows OS,1
13104,299322u,Windows OS,1
13105,255400u,Mac OS,1
13106,54647u,Mac OS,1
13107,67017u,Mac OS,1
13108,295160u,Mac OS,1
13109,197559u,Mac OS,1
13110,223230u,Mac OS,1
13111,225234u,Mac OS,1
13112,150536u,Windows OS,1
13113,146482u,Windows OS,1
13114,163075u,Windows OS,1
13115,38688u,Windows OS,1
13116,612u,Mac OS,1
13117,237639u,Windows OS,1
13118,96820u,Mac OS,1
13119,206936u,Windows OS,1
13120,70568u,Windows OS,1
13121,107656u,Mac OS,1
13122,115228u,Windows OS,1
13123,213885u,Windows OS,1
13124,163675u,Windows OS,1
13125,152288u,Windows OS,1
13126,84202u,Windows OS,1
13127,201912u,Mac OS,1
13128,145810u,Windows OS,1
13129,77383u,Windows OS,1
13130,28206u,Windows OS,1
13131,299695u,Windows OS,1
13132,21818u,Mac OS,1
13133,127266u,Mac OS,1
13134,180885u,Windows OS,1
13135,134598u,Windows OS,1
13136,167256u,Mac OS,1
13137,257131u,Windows OS,1
13138,230788u,Mac OS,1
13139,205015u,Mac OS,1
13140,281281u,Windows OS,1
13141,118101u,Windows OS,1
13142,263891u,Windows OS,1
13143,71843u,Windows OS,1
13144,229230u,Windows OS,1
13145,122162u,Windows OS,1
13146,147722u,Mac OS,1
13147,260589u,Mac OS,1
13148,158729u,Mac OS,1
13149,108088u,Mac OS,1
13150,182818u,Windows OS,1
13151,227406u,Mac OS,1
13152,177728u,Windows OS,1
13153,258217u,Mac OS,1
13154,185798u,Mac OS,1
13155,5064u,Windows OS,1
13156,238947u,Windows OS,1
13157,254739u,Windows OS,1
13158,252560u,Windows OS,1
13159,90069u,Windows OS,1
13160,194829u,Mac OS,1
13161,85209u,Mac OS,1
13162,25750u,Windows OS,1
13163,276671u,Windows OS,1
13164,158906u,Windows OS,1
13165,155758u,Windows OS,1
13166,221495u,Windows OS,1
13167,141311u,Windows OS,1
13168,135493u,Windows OS,1
13169,131154u,Mac OS,1
13170,218999u,Mac OS,1
13171,70150u,Mac OS,1
13172,251479u,Mac OS,1
13173,169564u,Mac OS,1
13174,253012u,Mac OS,1
13175,204833u,Mac OS,1
13176,146095u,Windows OS,1
13177,19511u,Windows OS,1
13178,226526u,Mac OS,1
13179,217191u,Mac OS,1
